ka,ke,v,tlag1,prob
0.8986185455322268,0.03402993545532227,74.35213279724121,2.01499080657959,0.10094781030576365
0.897526035308838,0.04332768425941466,107.66700553894043,2.0889613151550317,0.05000812839809612
0.897145404815674,0.06084745512008668,32.51643133163452,3.1438666343688957,0.049999723539047025
0.8994049453735352,0.056419794511795046,119.79282402992249,0.6781511306762696,0.0501770795373187
0.36287097930908196,0.07489249050617218,68.37273788452148,0.8694187164306642,0.05001878355120204
0.8053709793090822,0.07551124050617218,60.778987884521484,1.094418716430664,0.04998351621895839
0.8991668510437014,0.02780236625671387,63.69892859458923,1.7455796241760253,0.0505931933500337
0.6896756744384769,0.03713685381412506,85.14086580276489,0.644007110595703,0.05040758886232986
0.10183364868164063,0.06420085475444792,119.02770352363586,0.008425998687744077,0.04982338046860459
0.7169434547424317,0.05904744031429292,64.758474111557,0.8209952354431153,0.04974894305584891
0.36416685104370117,0.02780236625671387,58.91767859458923,0.45807962417602544,0.0494068034175259
0.5494049453735349,0.044972919511795044,114.44907402992249,0.3156511306762695,0.05207181790294972
0.694404945373535,0.045591669511795045,97.85532402992249,0.8531511306762695,0.04969502733024227
0.7475260353088379,0.029096434259414675,95.85450553894043,1.3889613151550293,0.05020882192709773
0.8661185455322267,0.03310181045532227,74.35213279724121,1.1149908065795897,0.04843431261384412
0.7469049453735351,0.03971354451179504,119.79282402992249,0.0031511306762694903,0.04847347343891801
0.43714540481567365,0.06981933012008669,43.20393133163452,3.993866634368896,0.05681489708882487
0.7271454048156739,0.05775370512008667,53.32893133163452,3.0438666343688956,0.01492554534834413
0.724645404815674,0.05775370512008667,53.32893133163452,3.0438666343688956,0.07826115364505014
